rank,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
3,CA,AAG.V,2024,252,2024-01-02,2024-12-31,0.1650000065565109,0.3400000035762787,0.3484841267622652,0.6800000071525574,252,1.0,0,1,0,1,22,47,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CA,AAN.V,2024,252,2024-01-02,2024-12-31,0.1599999964237213,0.209999993443489,0.2248809517376006,0.3449999988079071,252,1.0,0,7,5,12,16,13,0,1,1,2,4,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,CA,ZON.V,2024,252,2024-01-02,2024-12-31,0.0599999986588954,0.0900000035762786,0.0849603184809286,0.1099999994039535,252,1.0,183,18,19,37,42,52,0,0,1,1,4,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,CA,ZNX.V,2024,252,2024-01-02,2024-12-31,0.0599999986588954,0.0900000035762786,0.0846825408054485,0.1199999973177909,252,1.0,218,14,15,29,40,37,0,1,0,1,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7,CA,ZNG.V,2024,252,2024-01-02,2024-12-31,0.135000005364418,0.1749999970197677,0.1801428578439213,0.2549999952316284,252,1.0,0,1,0,1,9,34,0,1,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,CA,AAZ.V,2024,252,2024-01-02,2024-12-31,0.0599999986588954,0.1500000059604644,0.1442619073574268,0.270000010728836,252,1.0,86,37,55,92,82,137,0,27,27,54,45,100,0,14,13,27,26,50,0,9,0,9,10,35,0,0,0,0,0,1
9,CA,ABA.V,2024,252,2024-01-02,2024-12-31,0.0700000002980232,0.135000005364418,0.1265079366368433,0.2399999946355819,252,1.0,64,20,14,34,38,12,0,15,9,24,24,11,0,10,1,11,12,6,0,4,0,4,4,3,0,0,0,0,0,0
10,CA,YFI.V,2024,252,2024-01-02,2024-12-31,0.0299999993294477,0.050000000745058,0.0466666666140395,0.0700000002980232,252,1.0,252,20,28,48,64,55,104,15,20,35,44,37,8,1,0,1,4,5,0,0,0,0,0,2,0,0,0,0,0,0
1,CA,ABI.V,2025,251,2025-01-02,2025-12-31,0.050000000745058,0.0599999986588954,0.0660557769298315,0.1199999973177909,251,1.0,217,20,22,42,55,96,0,0,1,1,2,9,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2,CA,ZYUS.V,2025,251,2025-01-02,2025-12-31,0.5899999737739563,0.7099999785423279,0.7320318696983307,0.9399999976158142,251,1.0,0,2,4,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CA,AAB.TO,2025,251,2025-01-02,2025-12-31,0.0299999993294477,0.0299999993294477,0.0341035848950959,0.0399999991059303,251,1.0,251,21,25,46,39,30,251,21,25,46,39,30,148,21,1,22,19,30,0,0,0,0,0,1,0,0,0,0,0,0
4,CA,ABM.V,2025,251,2025-01-02,2025-12-31,0.0599999986588954,0.0700000002980232,0.0750597609852651,0.1199999973177909,251,1.0,240,19,16,35,45,34,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CA,AAN.V,2025,251,2025-01-02,2025-12-31,0.1500000059604644,0.1949999928474426,0.2252988035222923,0.5400000214576721,251,1.0,0,5,11,16,26,29,0,0,0,0,6,8,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
6,CA,ZONE.V,2025,251,2025-01-02,2025-12-31,0.0099999997764825,0.0149999996647238,0.0153585654011819,0.025000000372529,251,1.0,251,7,19,26,22,22,251,7,19,26,22,22,251,6,5,11,12,20,249,1,0,1,3,7,41,0,0,0,0,4
7,CA,ZON.V,2025,251,2025-01-02,2025-12-31,0.0299999993294477,0.0700000002980232,0.0750996017108756,0.1500000059604644,251,1.0,194,17,23,40,49,49,17,5,8,13,16,17,1,1,0,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
8,CA,ZNX.V,2025,251,2025-01-02,2025-12-31,0.0799999982118606,0.0900000035762786,0.0951394434291052,0.1299999952316284,251,1.0,134,12,8,20,24,27,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CA,AAZ.V,2025,251,2025-01-02,2025-12-31,0.0399999991059303,0.1199999973177909,0.1198804792743991,0.2399999946355819,251,1.0,78,43,45,88,96,193,4,40,37,77,83,178,0,16,7,23,27,81,0,3,0,3,7,29,0,1,0,1,0,3
10,CA,ZFR.V,2025,251,2025-01-02,2025-12-31,0.0299999993294477,0.0450000017881393,0.0456175299739813,0.0850000008940696,251,1.0,251,21,22,43,44,28,182,1,1,2,3,5,7,1,0,1,2,3,0,1,0,1,0,1,0,0,0,0,0,1
1,CN,000008.SZ,2020,243,2020-01-02,2020-12-31,2.509999990463257,3.0596282482147217,3.0560771692927484,3.777195930480957,243,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CN,002374.SZ,2020,243,2020-01-02,2020-12-31,2.289999961853028,2.609999895095825,2.644115221353225,3.039999961853028,243,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CN,000036.SZ,2020,243,2020-01-02,2020-12-31,2.892455816268921,3.7567696571350098,3.681611563443156,4.589729309082031,243,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CN,002356.SZ,2020,243,2020-01-02,2020-12-31,1.0399999618530271,1.3600000143051147,1.4592592623008132,2.650000095367432,243,1.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CN,002337.SZ,2020,243,2020-01-02,2020-12-31,2.984582901000977,3.368697166442871,3.4089984766249795,4.04046106338501,243,1.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CN,002482.SZ,2020,243,2020-01-02,2020-12-31,3.0799999237060547,3.6282896995544434,3.682581349164861,4.96397876739502,243,1.0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CN,002471.SZ,2020,243,2020-01-02,2020-12-31,1.8502652645111084,2.421091794967652,2.4080098872322115,3.050969362258911,243,1.0,0,1,2,3,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CN,002470.SZ,2020,243,2020-01-02,2020-12-31,1.0299999713897705,1.7799999713897705,2.0308641965497176,3.220000028610229,243,1.0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CN,002501.SZ,2020,243,2020-01-02,2020-12-31,1.309999942779541,1.5399999618530271,1.6695473262802565,2.539999961853028,243,1.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CN,002323.SZ,2020,243,2020-01-02,2020-12-31,0.7911390066146851,0.9774960279464722,1.0551701835644098,1.4275660514831543,243,1.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CN,002323.SZ,2021,243,2021-01-04,2021-12-31,0.903656005859375,1.1708860397338867,1.3338016612539567,2.1694788932800293,243,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CN,002321.SZ,2021,243,2021-01-04,2021-12-31,2.200000047683716,3.069999933242798,3.070082306371304,4.380000114440918,243,1.0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CN,002314.SZ,2021,243,2021-01-04,2021-12-31,2.6926522254943848,3.1678261756896973,3.17381223042806,4.011429309844971,243,1.0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CN,002344.SZ,2021,243,2021-01-04,2021-12-31,3.3459548950195312,3.8715529441833496,3.943017389548659,4.719057083129883,243,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CN,002337.SZ,2021,243,2021-01-04,2021-12-31,2.598144769668579,3.052572965621948,3.223928889129388,4.366464138031006,243,1.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CN,002247.SZ,2021,243,2021-01-04,2021-12-31,1.5099999904632568,2.490000009536743,2.443333333902398,3.819999933242798,243,1.0,0,5,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CN,002244.SZ,2021,243,2021-01-04,2021-12-31,3.584417819976806,3.991744518280029,4.01124828538777,4.620538234710693,243,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CN,603030.SS,2021,243,2021-01-04,2021-12-31,3.2100000381469727,4.280812740325928,4.0709534603872415,4.827088356018066,243,1.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CN,603077.SS,2021,243,2021-01-04,2021-12-31,1.2481729984283447,2.022233963012696,2.3768127631748657,4.644364833831787,243,1.0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CN,603117.SS,2021,243,2021-01-04,2021-12-31,3.010958909988404,3.507816791534424,3.53405332467193,4.059999942779541,243,1.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CN,600033.SS,2022,242,2022-01-04,2022-12-30,2.280968189239502,2.4661386013031006,2.477824986473588,2.9540438652038574,242,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CN,000008.SZ,2022,242,2022-01-04,2022-12-30,2.140000104904175,2.465000033378601,2.4797520726180275,3.059999942779541,242,1.0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CN,600035.SS,2022,242,2022-01-04,2022-12-30,2.5462915897369385,2.869532585144043,2.8897259471830257,3.3759207725524902,242,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CN,000010.SZ,2022,242,2022-01-04,2022-12-30,2.6700000762939453,3.5299999713897705,3.5469834765126884,4.53000020980835,242,1.0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CN,601000.SS,2022,242,2022-01-04,2022-12-30,2.0251593589782715,2.272097587585449,2.2818845756782973,2.624961376190185,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CN,002217.SZ,2022,242,2022-01-04,2022-12-30,2.509999990463257,2.975000023841858,3.076280991893169,4.25,242,1.0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CN,600050.SS,2022,242,2022-01-04,2022-12-30,2.9700586795806885,3.1497228145599365,3.315063772122722,4.755008220672607,242,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CN,002219.SZ,2022,242,2022-01-04,2022-12-30,2.609999895095825,3.6049998998641968,3.5900826473866614,4.869999885559082,242,1.0,0,1,1,2,4,9,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CN,002086.SZ,2022,242,2022-01-04,2022-12-30,1.7799999713897705,2.7350000143051147,2.736157025680069,4.630000114440918,242,1.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CN,300420.SZ,2022,242,2022-01-04,2022-12-30,2.2984368801116943,2.8383712768554688,2.904855120280557,4.101521015167236,242,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CN,000008.SZ,2023,242,2023-01-03,2023-12-29,2.25,2.400000095367432,2.4085537214909705,2.5999999046325684,242,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CN,002486.SZ,2023,242,2023-01-03,2023-12-29,2.650000095367432,3.0199999809265137,3.121223162028415,3.795058727264404,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CN,002489.SZ,2023,242,2023-01-03,2023-12-29,2.898797512054444,3.595009922981262,3.5462003670448112,4.131278991699219,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CN,002495.SZ,2023,242,2023-01-03,2023-12-29,2.333192586898804,2.6622328758239746,2.669319555779134,3.61944031715393,242,1.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CN,002496.SZ,2023,242,2023-01-03,2023-12-29,1.8799999952316284,2.289999961853028,2.289132219700774,3.0899999141693115,242,1.0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CN,002498.SZ,2023,242,2023-01-03,2023-12-29,3.443243265151977,3.87569260597229,3.895702502944253,4.313981533050537,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CN,002501.SZ,2023,242,2023-01-03,2023-12-29,1.3700000047683716,1.5700000524520874,1.6269008300521155,2.0,242,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CN,002506.SZ,2023,242,2023-01-03,2023-12-29,2.5299999713897705,2.955000042915344,2.9448347131082837,3.2699999809265137,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CN,002418.SZ,2023,242,2023-01-03,2023-12-29,2.6600000858306885,2.9800000190734863,3.007355384590212,3.359999895095825,242,1.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CN,002421.SZ,2023,242,2023-01-03,2023-12-29,2.930651903152466,3.476396322250366,3.5339623049271007,4.266627788543701,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CN,000008.SZ,2024,242,2024-01-02,2024-12-31,1.809999942779541,2.225000023841858,2.30999999450258,3.740000009536743,242,1.0,0,3,0,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CN,002206.SZ,2024,242,2024-01-02,2024-12-31,3.3173861503601074,4.007580757141113,3.9819990278275545,4.697257041931152,242,1.0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CN,002210.SZ,2024,242,2024-01-02,2024-12-31,1.2599999904632568,1.6200000047683716,1.7486363629664272,2.880000114440918,242,1.0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CN,000031.SZ,2024,242,2024-01-02,2024-12-31,2.240000009536743,2.720000028610229,2.7610330640777083,4.010000228881836,242,1.0,0,1,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CN,002217.SZ,2024,242,2024-01-02,2024-12-31,1.090000033378601,1.3849999904632568,1.6774793415030171,2.700000047683716,242,1.0,0,0,3,3,8,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CN,002263.SZ,2024,242,2024-01-02,2024-12-31,1.7999999523162842,2.319999933242798,2.295330579123221,3.0799999237060547,242,1.0,0,1,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CN,002266.SZ,2024,242,2024-01-02,2024-12-31,2.656868934631348,3.158721923828125,3.09306588744329,3.52281141281128,242,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CN,002269.SZ,2024,242,2024-01-02,2024-12-31,1.0099999904632568,1.590000033378601,1.5897933919567706,2.930000066757202,242,1.0,0,0,2,2,6,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CN,002285.SZ,2024,242,2024-01-02,2024-12-31,1.5099999904632568,1.9850000143051147,2.179999994344948,4.0,242,1.0,0,2,0,2,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CN,002303.SZ,2024,242,2024-01-02,2024-12-31,1.839152812957764,2.396371841430664,2.536101855522345,3.9352643489837646,242,1.0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CN,000552.SZ,2025,243,2025-01-02,2025-12-31,2.2393798828125,2.48279070854187,2.484006850317182,2.75,243,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CN,002652.SZ,2025,243,2025-01-02,2025-12-31,2.3299999237060547,3.299999952316284,3.343045268039154,4.860000133514404,243,1.0,0,0,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CN,600187.SS,2025,243,2025-01-02,2025-12-31,2.430000066757202,3.109999895095825,3.105267486454528,4.230000019073486,243,1.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CN,600790.SS,2025,243,2025-01-02,2025-12-31,3.145442247390747,3.7699999809265137,3.710573987215144,4.170000076293945,243,1.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CN,600782.SS,2025,243,2025-01-02,2025-12-31,3.1623244285583496,4.010000228881836,3.984615703669105,4.628765106201172,243,1.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CN,600170.SS,2025,243,2025-01-02,2025-12-31,2.3040313720703125,2.4602370262146,2.5606449425465776,3.880000114440918,243,1.0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CN,002081.SZ,2025,243,2025-01-02,2025-12-31,2.983276605606079,3.430000066757202,3.4318594863875904,3.7799999713897705,243,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CN,002656.SZ,2025,243,2025-01-02,2025-12-31,1.3200000524520874,2.3399999141693115,2.33156378279007,2.900000095367432,243,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,CN,600759.SS,2025,243,2025-01-02,2025-12-31,2.039999961853028,2.3299999237060547,2.367325103822559,3.359999895095825,243,1.0,0,0,1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CN,600169.SS,2025,243,2025-01-02,2025-12-31,2.190000057220459,2.440000057220459,2.470411530247441,2.930000066757202,243,1.0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FR,ALMAS.PA,2020,257,2020-01-02,2020-12-31,0.25,0.328000009059906,0.3532957220123899,0.6299999952316284,257,1.0,0,7,17,24,32,45,0,1,4,5,4,11,0,0,0,0,3,5,0,0,0,0,2,3,0,0,0,0,0,0
2,FR,ALCBX.PA,2020,257,2020-01-02,2020-12-31,0.059758998453617,0.1786909997463226,0.1681064201758065,0.2538779973983764,257,1.0,25,6,3,9,13,55,0,2,0,2,3,18,0,1,0,1,3,5,0,1,0,1,1,1,0,1,0,1,1,1
3,FR,MLZAM.PA,2020,257,2020-01-02,2020-12-31,-0.0037038039881736,-0.002360267098993,-0.0024261278320458,-0.0017066549044102,257,1.0,0,20,20,40,44,8,0,5,1,6,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,FR,PROAC.PA,2020,257,2020-01-02,2020-12-31,0.0820000022649765,0.1019999980926513,0.1102898830569671,0.1790000051259994,257,1.0,81,5,25,30,22,63,0,1,1,2,5,13,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
5,FR,SLCO.PA,2020,257,2020-01-02,2020-12-31,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,257,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,FR,ALPRG.PA,2020,257,2020-01-02,2020-12-31,0.1615000069141388,0.2569999992847442,0.2722412450420253,0.4000000059604645,257,1.0,0,0,3,3,12,32,0,0,0,0,3,7,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
7,FR,EFI.PA,2020,257,2020-01-02,2020-12-31,0.1400000005960464,0.2000000029802322,0.2244513599557171,0.3339999914169311,257,1.0,0,10,9,19,20,1,0,4,2,6,7,0,0,2,1,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0
8,FR,ALLOG.PA,2020,257,2020-01-02,2020-12-31,0.3400000035762787,0.5099999904632568,0.5129961093112189,0.7480000257492065,257,1.0,0,1,1,2,14,50,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
9,FR,FINM.PA,2020,257,2020-01-02,2020-12-31,0.1700000017881393,0.2319999933242797,0.2362996109032909,0.3779999911785126,257,1.0,0,15,14,29,30,0,0,6,4,10,10,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,FR,ALSRS.PA,2020,257,2020-01-02,2020-12-31,0.257999986410141,0.4000000059604645,0.4099727628991761,0.7400000095367432,257,1.0,0,3,1,4,23,98,0,1,0,1,5,30,0,0,0,0,2,9,0,0,0,0,1,3,0,0,0,0,0,0
1,FR,ALAGR.PA,2021,258,2021-01-04,2021-12-31,0.0957999974489212,0.1794999986886978,0.186491860726545,0.3129999935626983,258,1.0,2,0,0,0,13,48,0,0,0,0,2,6,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0
2,FR,SLCO.PA,2021,258,2021-01-04,2021-12-31,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,258,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FR,PROAC.PA,2021,258,2021-01-04,2021-12-31,0.1369999945163726,0.1560000032186508,0.1566317828819733,0.1759999990463256,258,1.0,0,1,0,1,3,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,FR,MLZAM.PA,2021,258,2021-01-04,2021-12-31,-0.0082576414570212,-0.0049020936712622,-0.0055060200907592,-0.0027596971485763,258,1.0,0,14,5,19,21,2,0,3,0,3,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,FR,MLPHO.PA,2021,258,2021-01-04,2021-12-31,0.1341660022735595,0.2924994975328445,0.2785558831091075,0.4966660141944885,258,1.0,0,9,3,12,21,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,FR,MLPHW.PA,2021,258,2021-01-04,2021-12-31,0.552040696144104,0.6072447896003723,0.6512766286384227,0.8359473347663879,258,1.0,0,7,5,12,12,0,0,4,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,FR,MLPVG.PA,2021,258,2021-01-04,2021-12-31,0.0099999997764825,0.0099999997764825,0.0099999997764824,0.0099999997764825,258,1.0,258,0,0,0,0,0,258,0,0,0,0,0,258,0,0,0,0,0,258,0,0,0,0,0,258,0,0,0,0,0
8,FR,MLSEQ.PA,2021,258,2021-01-04,2021-12-31,0.006000000052154,0.0109999999403953,0.0103120156311133,0.0160000007599592,258,1.0,258,19,17,36,31,32,258,3,2,5,2,7,258,1,1,2,1,3,258,0,0,0,0,1,113,0,0,0,0,0
9,FR,MLSML.PA,2021,258,2021-01-04,2021-12-31,0.0099999997764825,0.025000000372529,0.0242577520733366,0.0399999991059303,258,1.0,258,19,22,41,39,24,258,11,9,20,16,11,188,4,2,6,4,5,87,1,0,1,0,3,7,0,0,0,0,0
10,FR,MLONE.PA,2021,258,2021-01-04,2021-12-31,0.1700000017881393,0.1899999976158142,0.2317713209709455,0.5400000214576721,258,1.0,0,7,6,13,17,1,0,2,1,3,4,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1,FR,SLCO.PA,2022,257,2022-01-03,2022-12-30,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,257,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FR,PROAC.PA,2022,257,2022-01-03,2022-12-30,0.0860000029206276,0.1360000073909759,0.1302140075640919,0.1659999936819076,257,1.0,21,7,22,29,21,28,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FR,ALAGR.PA,2022,257,2022-01-03,2022-12-30,0.0810000002384185,0.1041999980807304,0.1164610895839182,0.2540000081062317,257,1.0,100,1,1,2,22,68,0,0,1,1,8,20,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0
4,FR,MLZAM.PA,2022,257,2022-01-03,2022-12-30,-0.0111968033015728,-0.0083976024761796,-0.008244163608577,-0.0053884615190327,257,1.0,0,15,12,27,25,10,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,FR,MLPHO.PA,2022,257,2022-01-03,2022-12-30,0.1366659998893737,0.1833329945802688,0.1907162687194022,0.3000000119209289,257,1.0,0,11,7,18,21,9,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
